datetime,stock_code,stock_name,action,volume,price,amount,account_id,source
2025-03-20,601600,中国铝业,SELL,30000,7.81,234300.0,B,模拟账户B
2025-03-20,000807,云铝股份,BUY,10000,18.13,181300.0,B,模拟账户B
2025-03-20,000807,云铝股份,BUY,5000,18.09,90450.0,B,模拟账户B
2025-03-20,002050,三花智控,SELL,8000,31.32,250560.0,B,模拟账户B
2025-03-20,002050,三花智控,BUY,5000,30.96,154800.0,B,模拟账户B
2025-03-20,601600,中国铝业,SELL,30000,7.8,234000.0,B,模拟账户B
2025-03-20,000807,云铝股份,BUY,5000,17.95,89750.0,B,模拟账户B
2025-03-20,000807,云铝股份,BUY,5000,17.8,89000.0,B,模拟账户B
2025-03-20,600760,中航沈飞,BUY,2000,44.39,88780.0,B,模拟账户B
2025-03-21,002086,东方海洋,SELL,20000,3.47,69400.0,B,模拟账户B
2025-03-21,002050,三花智控,SELL,7000,30.1,210700.0,B,模拟账户B
2025-03-21,000807,云铝股份,BUY,10000,17.63,176300.0,B,模拟账户B
2025-03-21,600760,中航沈飞,BUY,1000,44.31,44310.0,B,模拟账户B
2025-03-21,600760,中航沈飞,BUY,1000,44.26,44260.0,B,模拟账户B
2025-03-21,000807,云铝股份,BUY,4000,17.63,70520.0,B,模拟账户B
2025-03-24,000807,云铝股份,SELL,10000,17.78,177800.0,B,模拟账户B
2025-03-24,000807,云铝股份,SELL,9000,17.87,160830.0,B,模拟账户B
2025-03-24,601766,中国中车,BUY,20000,7.34,146800.0,B,模拟账户B
2025-03-24,000807,云铝股份,SELL,10000,17.86,178600.0,B,模拟账户B
2025-03-24,000807,云铝股份,SELL,10000,17.9,179000.0,B,模拟账户B
2025-03-24,601766,中国中车,BUY,10000,7.33,73300.0,B,模拟账户B
2025-03-24,601766,中国中车,BUY,10000,7.32,73200.0,B,模拟账户B
2025-03-24,601766,中国中车,BUY,10000,7.31,73100.0,B,模拟账户B
2025-03-24,601766,中国中车,BUY,10000,7.28,72800.0,B,模拟账户B
2025-03-24,000807,云铝股份,BUY,10000,17.73,177300.0,B,模拟账户B
2025-03-24,600760,中航沈飞,BUY,1000,43.69,43690.0,B,模拟账户B
2025-03-25,000807,云铝股份,SELL,10000,17.88,178800.0,B,模拟账户B
2025-03-25,002086,东方海洋,BUY,20000,3.29,65800.0,B,模拟账户B
2025-03-25,600760,中航沈飞,SELL,9000,44.08,396720.0,B,模拟账户B
2025-03-25,000807,云铝股份,BUY,10000,17.76,177600.0,B,模拟账户B
2025-03-25,601766,中国中车,SELL,60000,7.37,442200.0,B,模拟账户B
2025-03-25,000807,云铝股份,BUY,10000,17.75,177500.0,B,模拟账户B
2025-03-25,000807,云铝股份,BUY,10000,17.53,175300.0,B,模拟账户B
2025-03-26,000807,云铝股份,SELL,30000,17.85,535500.0,B,模拟账户B
2025-03-26,002086,东方海洋,BUY,10000,3.25,32500.0,B,模拟账户B
2025-03-26,002050,三花智控,BUY,8000,29.26,234080.0,B,模拟账户B
2025-03-26,002086,东方海洋,SELL,20000,3.31,66200.0,B,模拟账户B
2025-03-26,600760,中航沈飞,BUY,6000,43.828,262965.0,B,模拟账户B
2025-03-26,601318,中国平安,BUY,5000,51.89,259450.0,B,模拟账户B
2025-03-26,000807,云铝股份,BUY,10000,17.51,175100.0,B,模拟账户B
2025-03-26,000807,云铝股份,BUY,5000,17.43,87150.0,B,模拟账户B
2025-03-27,000807,云铝股份,SELL,15000,17.21,258150.0,B,模拟账户B
2025-03-27,601318,中国平安,BUY,3000,51.86,155580.0,B,模拟账户B
2025-03-27,002050,三花智控,SELL,8000,30.02,240160.0,B,模拟账户B
2025-03-27,600362,江西铜业,BUY,10000,23.36,233600.0,B,模拟账户B
2025-03-27,600362,江西铜业,BUY,2600,23.28,60528.0,B,模拟账户B
2025-03-27,600760,中航沈飞,SELL,6000,43.77,262620.0,B,模拟账户B
2025-03-27,600362,江西铜业,BUY,5000,23.42,117100.0,B,模拟账户B
2025-03-27,601600,中国铝业,BUY,20000,7.65,153000.0,B,模拟账户B
2025-03-28,601318,中国平安,SELL,8000,52.0,416000.0,B,模拟账户B
2025-03-28,601600,中国铝业,BUY,10000,7.53,75300.0,B,模拟账户B
2025-03-28,601600,中国铝业,BUY,10000,7.54,75400.0,B,模拟账户B
2025-03-28,600362,江西铜业,BUY,3000,23.43,70290.0,B,模拟账户B
2025-03-28,601600,中国铝业,BUY,10000,7.54,75400.0,B,模拟账户B
2025-03-28,601766,中国中车,BUY,20000,7.33,146600.0,B,模拟账户B
2025-03-28,600362,江西铜业,SELL,10000,23.48,234800.0,B,模拟账户B
2025-03-28,601766,中国中车,BUY,10000,7.32,73200.0,B,模拟账户B
2025-03-28,601600,中国铝业,BUY,10000,7.59,75900.0,B,模拟账户B
2025-03-28,002086,东方海洋,SELL,10000,2.93,29300.0,B,模拟账户B
2025-03-28,600362,江西铜业,BUY,3000,23.48,70440.0,B,模拟账户B
2025-03-31,601600,中国铝业,BUY,8000,7.53,60240.0,B,模拟账户B
2025-03-31,601600,中国铝业,SELL,30000,7.46,223800.0,B,模拟账户B
2025-04-01,601600,中国铝业,BUY,20000,7.48,149600.0,B,模拟账户B
2025-04-01,002050,三花智控,BUY,2000,28.73,57460.0,B,模拟账户B
2025-04-01,600362,江西铜业,SELL,13600,23.04,313344.0,B,模拟账户B
2025-04-01,601766,中国中车,BUY,10000,7.0,70000.0,B,模拟账户B
2025-04-01,002050,三花智控,BUY,6000,28.94,173640.0,B,模拟账户B
2025-04-01,002050,三花智控,BUY,2000,28.73,57460.0,B,模拟账户B
2025-04-01,601600,中国铝业,SELL,38000,7.6,288800.0,B,模拟账户B
2025-04-02,601600,中国铝业,BUY,20000,7.55,151000.0,B,模拟账户B
2025-04-02,002050,三花智控,SELL,5000,28.8,144000.0,B,模拟账户B
2025-04-02,601600,中国铝业,BUY,10000,7.51,75100.0,B,模拟账户B
2025-04-02,601600,中国铝业,BUY,10000,7.45,74500.0,B,模拟账户B
2025-04-02,002050,三花智控,SELL,5000,28.87,144350.0,B,模拟账户B
2025-04-03,601766,中国中车,BUY,10000,6.87,68700.0,B,模拟账户B
2025-04-03,601600,中国铝业,BUY,10000,7.33,73300.0,B,模拟账户B
2025-04-03,601600,中国铝业,BUY,10000,7.29,72900.0,B,模拟账户B
2025-04-03,601600,中国铝业,BUY,10000,7.27,72700.0,B,模拟账户B
2025-04-07,601766,中国中车,SELL,50000,6.43,321500.0,B,模拟账户B
2025-04-08,000977,浪潮信息,BUY,7000,44.43,311010.0,B,模拟账户B
2025-04-09,000977,浪潮信息,SELL,7000,45.447,318129.0,B,模拟账户B
2025-04-09,601336,新华保险,BUY,5000,46.86,234300.0,B,模拟账户B
2025-04-09,601600,中国铝业,BUY,18000,6.21,111780.0,B,模拟账户B
2025-04-09,601600,中国铝业,SELL,20000,6.28,125600.0,B,模拟账户B
2025-04-10,000768,中航西飞,BUY,5000,23.27,116350.0,B,模拟账户B
2025-04-10,601336,新华保险,SELL,5000,48.07,240350.0,B,模拟账户B
2025-04-10,000768,中航西飞,BUY,5000,23.45,117250.0,B,模拟账户B
2025-04-10,000768,中航西飞,BUY,5000,23.5,117500.0,B,模拟账户B
2025-04-10,601600,中国铝业,SELL,30000,6.57,197100.0,B,模拟账户B
2025-04-10,601899,紫金矿业,BUY,10000,16.75,167500.0,B,模拟账户B
2025-04-10,601899,紫金矿业,BUY,3000,16.75,50250.0,B,模拟账户B
2025-04-11,601899,紫金矿业,SELL,13000,17.28,224640.0,B,模拟账户B
2025-04-11,601600,中国铝业,BUY,20000,6.58,131600.0,B,模拟账户B
2025-04-11,601899,紫金矿业,BUY,5000,17.03,85150.0,B,模拟账户B
2025-04-11,000768,中航西飞,SELL,5000,23.17,115850.0,B,模拟账户B
2025-04-11,601899,紫金矿业,BUY,5000,17.06,85300.0,B,模拟账户B
2025-04-11,601899,紫金矿业,BUY,2000,17.09,34180.0,B,模拟账户B
2025-04-14,601899,紫金矿业,SELL,12000,17.27,207240.0,B,模拟账户B
2025-04-14,601600,中国铝业,SELL,20000,6.62,132400.0,B,模拟账户B
2025-04-14,600438,通威股份,BUY,10000,17.77,177700.0,B,模拟账户B
2025-04-14,000768,中航西飞,SELL,10000,23.69,236900.0,B,模拟账户B
2025-04-14,601600,中国铝业,BUY,20000,6.61,132200.0,B,模拟账户B
2025-04-15,601600,中国铝业,BUY,20000,6.49,129800.0,B,模拟账户B
2025-04-15,600438,通威股份,SELL,10000,17.34,173400.0,B,模拟账户B
2025-04-15,601336,新华保险,BUY,5000,48.08,240400.0,B,模拟账户B
2025-04-16,601336,新华保险,SELL,5000,47.76,238800.0,B,模拟账户B
2025-04-16,601899,紫金矿业,BUY,10000,17.54,175400.0,B,模拟账户B
2025-04-16,601899,紫金矿业,BUY,8000,17.54,140320.0,B,模拟账户B
2025-04-16,601600,中国铝业,SELL,20000,6.38,127600.0,B,模拟账户B
2025-04-17,601899,紫金矿业,SELL,18000,18.0,324000.0,B,模拟账户B
2025-04-17,601138,工业富联,BUY,10000,17.55,175500.0,B,模拟账户B
2025-04-17,601899,紫金矿业,BUY,10000,17.75,177500.0,B,模拟账户B
2025-04-17,601600,中国铝业,SELL,20000,6.37,127400.0,B,模拟账户B
2025-04-18,601899,紫金矿业,SELL,10000,17.68,176800.0,B,模拟账户B
2025-04-18,601600,中国铝业,BUY,20000,6.38,127600.0,B,模拟账户B
2025-04-18,601138,工业富联,SELL,10000,17.46,174600.0,B,模拟账户B
2025-04-18,601600,中国铝业,BUY,20000,6.39,127800.0,B,模拟账户B
2025-04-18,601600,中国铝业,SELL,20000,6.39,127800.0,B,模拟账户B
2025-04-18,601600,中国铝业,BUY,20000,6.41,128200.0,B,模拟账户B
2025-04-21,601138,工业富联,BUY,10000,17.83,178300.0,B,模拟账户B
2025-04-22,601138,工业富联,SELL,10000,17.8,178000.0,B,模拟账户B
2025-04-23,601899,紫金矿业,BUY,10000,18.1,181000.0,B,模拟账户B
2025-04-23,601600,中国铝业,SELL,20000,6.53,130600.0,B,模拟账户B
2025-04-23,601899,紫金矿业,BUY,5000,17.78,88900.0,B,模拟账户B
2025-04-23,601600,中国铝业,SELL,10000,6.51,65100.0,B,模拟账户B
2025-04-23,600362,江西铜业,BUY,10000,21.87,218700.0,B,模拟账户B
2025-04-24,600362,江西铜业,SELL,10000,21.83,218300.0,B,模拟账户B
2025-04-24,002179,中航光电,BUY,6000,40.93,245580.0,B,模拟账户B
2025-04-25,601600,中国铝业,SELL,30000,6.66,199800.0,B,模拟账户B
2025-04-25,601600,中国铝业,BUY,20000,6.69,133800.0,B,模拟账户B
2025-04-25,601600,中国铝业,BUY,8000,6.65,53200.0,B,模拟账户B
2025-04-25,601600,中国铝业,SELL,30000,6.6,198000.0,B,模拟账户B
2025-04-28,601600,中国铝业,BUY,30000,6.53,195900.0,B,模拟账户B
2025-04-28,002179,中航光电,SELL,6000,40.98,245880.0,B,模拟账户B
2025-04-28,603993,洛阳钼业,BUY,20000,7.17,143400.0,B,模拟账户B
2025-04-29,601600,中国铝业,SELL,50000,6.41,320500.0,B,模拟账户B
2025-04-29,603993,洛阳钼业,SELL,20000,7.14,142800.0,B,模拟账户B
2025-04-30,601600,中国铝业,BUY,20000,6.4,128000.0,B,模拟账户B
2025-04-30,601899,紫金矿业,BUY,5000,17.55,87750.0,B,模拟账户B
2025-05-06,601899,紫金矿业,SELL,20000,17.77,355400.0,B,模拟账户B
2025-05-07,601600,中国铝业,BUY,20000,6.48,129600.0,B,模拟账户B
2025-05-09,601600,中国铝业,SELL,56000,6.43,360080.0,B,模拟账户B
2025-05-13,601899,紫金矿业,BUY,10000,17.49,174900.0,B,模拟账户B
2025-05-13,601600,中国铝业,BUY,30000,6.63,198900.0,B,模拟账户B
2025-05-13,601600,中国铝业,BUY,20000,6.63,132600.0,B,模拟账户B
2025-05-14,601899,紫金矿业,SELL,10000,17.82,178200.0,B,模拟账户B
2025-05-14,002179,中航光电,BUY,8000,40.39,323120.0,B,模拟账户B
2025-05-14,002179,中航光电,BUY,2000,40.6,81200.0,B,模拟账户B
2025-05-15,601600,中国铝业,SELL,50000,6.76,338000.0,B,模拟账户B
2025-05-15,601600,中国铝业,BUY,30000,6.74,202200.0,B,模拟账户B
2025-05-16,601600,中国铝业,BUY,30000,6.63,198900.0,B,模拟账户B
2025-05-19,601600,中国铝业,SELL,60000,6.73,403800.0,B,模拟账户B
2025-05-19,002050,三花智控,BUY,10000,26.65,266500.0,B,模拟账户B
2025-05-19,601600,中国铝业,BUY,30000,6.65,199500.0,B,模拟账户B
2025-05-19,601600,中国铝业,BUY,10000,6.68,66800.0,B,模拟账户B
2025-05-19,002179,中航光电,SELL,10000,40.2,402000.0,B,模拟账户B
2025-05-19,601600,中国铝业,BUY,10000,6.64,66400.0,B,模拟账户B
2025-05-20,002050,三花智控,BUY,10000,26.47,264700.0,B,模拟账户B
2025-05-20,601600,中国铝业,SELL,50000,6.61,330500.0,B,模拟账户B
2025-05-20,600362,江西铜业,BUY,10000,21.62,216200.0,B,模拟账户B
2025-05-20,002050,三花智控,SELL,10000,26.7,267000.0,B,模拟账户B
2025-05-21,002050,三花智控,BUY,10000,26.49,264900.0,B,模拟账户B
2025-05-21,600362,江西铜业,SELL,10000,21.9,219000.0,B,模拟账户B
2025-05-21,002050,三花智控,SELL,10000,26.73,267300.0,B,模拟账户B
2025-05-21,002085,万丰奥威,BUY,10000,16.48,164800.0,B,模拟账户B
2025-05-21,002086,东方海洋,BUY,50000,2.74,137000.0,B,模拟账户B
2025-05-22,002086,东方海洋,SELL,50000,2.69,134500.0,B,模拟账户B
2025-05-22,000807,云铝股份,BUY,10000,15.19,151900.0,B,模拟账户B
2025-05-23,002050,三花智控,SELL,10000,26.55,265500.0,B,模拟账户B
2025-05-23,000977,浪潮信息,BUY,8000,49.38,395040.0,B,模拟账户B
2025-05-23,601600,中国铝业,BUY,30000,6.66,199800.0,B,模拟账户B
2025-05-23,000807,云铝股份,SELL,10000,15.12,151200.0,B,模拟账户B
2025-05-23,601600,中国铝业,BUY,30000,6.64,199200.0,B,模拟账户B
2025-05-26,000977,浪潮信息,SELL,8000,50.953,407622.0,B,模拟账户B
2025-05-26,601600,中国铝业,BUY,10000,6.6,66000.0,B,模拟账户B
2025-05-26,000807,云铝股份,BUY,10000,14.8,148000.0,B,模拟账户B
2025-05-26,000807,云铝股份,BUY,10000,14.88,148800.0,B,模拟账户B
2025-05-27,000807,云铝股份,BUY,3000,14.39,43170.0,B,模拟账户B
2025-05-27,002085,万丰奥威,SELL,10000,15.92,159200.0,B,模拟账户B
2025-05-27,000807,云铝股份,BUY,10000,14.37,143700.0,B,模拟账户B
2025-05-29,000807,云铝股份,SELL,10000,14.52,145200.0,B,模拟账户B
2025-05-29,601600,中国铝业,BUY,20000,6.57,131400.0,B,模拟账户B
2025-05-29,000807,云铝股份,SELL,10000,14.68,146800.0,B,模拟账户B
2025-05-29,000807,云铝股份,SELL,10000,14.73,147300.0,B,模拟账户B
2025-05-29,000807,云铝股份,SELL,3000,14.81,44430.0,B,模拟账户B
2025-05-29,600362,江西铜业,BUY,10000,21.45,214500.0,B,模拟账户B
2025-05-29,601600,中国铝业,SELL,20000,6.6,132000.0,B,模拟账户B
2025-05-30,000807,云铝股份,BUY,10000,14.6,146000.0,B,模拟账户B
2025-05-30,000807,云铝股份,BUY,9000,14.58,131220.0,B,模拟账户B
2025-05-30,601600,中国铝业,SELL,20000,6.54,130800.0,B,模拟账户B
2025-05-30,000807,云铝股份,BUY,9000,14.61,131490.0,B,模拟账户B
2025-06-03,601600,中国铝业,SELL,40000,6.62,264800.0,B,模拟账户B
2025-06-03,002050,三花智控,BUY,10000,25.68,256800.0,B,模拟账户B
2025-06-03,601600,中国铝业,SELL,10000,6.7,67000.0,B,模拟账户B
2025-06-03,600362,江西铜业,SELL,10000,21.45,214500.0,B,模拟账户B
2025-06-03,000807,云铝股份,BUY,500,14.48,7240.0,B,模拟账户B
2025-06-03,000807,云铝股份,BUY,5000,14.48,72400.0,B,模拟账户B
2025-06-03,000807,云铝股份,BUY,1100,14.46,15906.0,B,模拟账户B
2025-06-04,000807,云铝股份,SELL,24000,14.84,356160.0,B,模拟账户B
2025-06-04,000807,云铝股份,SELL,10600,14.83,157198.0,B,模拟账户B
2025-06-04,601600,中国铝业,BUY,30000,6.72,201600.0,B,模拟账户B
2025-06-04,000933,神火股份,BUY,10000,16.54,165400.0,B,模拟账户B
2025-06-04,002050,三花智控,SELL,10000,26.07,260700.0,B,模拟账户B
2025-06-05,000933,神火股份,SELL,10000,16.63,166300.0,B,模拟账户B
2025-06-05,601766,中国中车,BUY,30000,7.13,213900.0,B,模拟账户B
2025-06-05,601600,中国铝业,BUY,20000,6.67,133400.0,B,模拟账户B
2025-06-06,601766,中国中车,SELL,30000,7.21,216300.0,B,模拟账户B
2025-06-06,601600,中国铝业,SELL,50000,6.73,336500.0,B,模拟账户B
2025-06-09,000807,云铝股份,BUY,20000,14.45,289000.0,B,模拟账户B
2025-06-09,601899,紫金矿业,BUY,10000,17.75,177500.0,B,模拟账户B
2025-06-09,601899,紫金矿业,BUY,5000,17.72,88600.0,B,模拟账户B
2025-06-09,000807,云铝股份,BUY,5000,14.53,72650.0,B,模拟账户B
2025-06-09,600438,通威股份,BUY,10000,16.24,162400.0,B,模拟账户B
2025-06-09,601899,紫金矿业,BUY,5000,17.96,89800.0,B,模拟账户B
2025-06-10,000807,云铝股份,SELL,25000,14.951,373772.0,B,模拟账户B
2025-06-10,601899,紫金矿业,SELL,20000,17.95,359000.0,B,模拟账户B
2025-06-10,600438,通威股份,SELL,10000,16.25,162500.0,B,模拟账户B
2025-06-10,000831,中国稀土,BUY,8000,36.07,288560.0,B,模拟账户B
2025-06-10,002050,三花智控,BUY,10000,25.85,258500.0,B,模拟账户B
2025-06-10,002179,中航光电,BUY,6000,38.58,231480.0,B,模拟账户B
2025-06-10,002050,三花智控,BUY,5000,25.92,129600.0,B,模拟账户B
2025-06-11,000831,中国稀土,SELL,8000,36.9,295200.0,B,模拟账户B
2025-06-11,002050,三花智控,SELL,15000,26.18,392700.0,B,模拟账户B
2025-06-11,002179,中航光电,BUY,4000,38.83,155320.0,B,模拟账户B
2025-06-11,000831,中国稀土,BUY,7000,36.26,253820.0,B,模拟账户B
2025-06-11,601600,中国铝业,BUY,30000,6.99,209700.0,B,模拟账户B
2025-06-11,601600,中国铝业,BUY,10000,6.97,69700.0,B,模拟账户B
2025-06-11,002179,中航光电,SELL,6000,38.69,232140.0,B,模拟账户B
2025-06-12,000831,中国稀土,SELL,7000,36.8,257602.0,B,模拟账户B
2025-06-12,601600,中国铝业,BUY,20000,6.92,138400.0,B,模拟账户B
2025-06-12,002050,三花智控,BUY,10000,26.05,260500.0,B,模拟账户B
2025-06-12,002179,中航光电,SELL,4000,38.32,153280.0,B,模拟账户B
2025-06-12,601600,中国铝业,SELL,30000,6.93,207900.0,B,模拟账户B
2025-06-12,600111,北方稀土,BUY,10000,25.29,252900.0,B,模拟账户B
2025-06-12,600111,北方稀土,BUY,5000,25.32,126600.0,B,模拟账户B
2025-06-12,601600,中国铝业,SELL,10000,6.92,69200.0,B,模拟账户B
2025-06-13,600111,北方稀土,SELL,10000,24.9,249000.0,B,模拟账户B
2025-06-13,600111,北方稀土,BUY,10000,25.1,251000.0,B,模拟账户B
2025-06-13,002050,三花智控,BUY,8000,25.26,202080.0,B,模拟账户B
2025-06-16,600111,北方稀土,SELL,15000,25.4,381000.0,B,模拟账户B
2025-06-16,002050,三花智控,BUY,5000,25.39,126950.0,B,模拟账户B
2025-06-16,603949,雪龙集团,BUY,10000,18.57,185700.0,B,模拟账户B
2025-06-16,601600,中国铝业,SELL,20000,6.89,137800.0,B,模拟账户B
2025-06-17,601600,中国铝业,BUY,20000,6.86,137200.0,B,模拟账户B
2025-06-17,601600,中国铝业,BUY,10000,6.91,69100.0,B,模拟账户B
2025-06-17,603949,雪龙集团,SELL,10000,18.45,184500.0,B,模拟账户B
2025-06-17,601600,中国铝业,BUY,10000,6.93,69300.0,B,模拟账户B
2025-06-18,601600,中国铝业,SELL,10000,6.95,69500.0,B,模拟账户B
2025-06-18,000831,中国稀土,BUY,5000,35.74,178700.0,B,模拟账户B
2025-06-18,601600,中国铝业,SELL,30000,6.94,208200.0,B,模拟账户B
2025-06-18,000831,中国稀土,BUY,5000,35.32,176600.0,B,模拟账户B
2025-06-18,601600,中国铝业,BUY,8000,6.92,55360.0,B,模拟账户B
2025-06-18,002050,三花智控,SELL,10000,25.49,254900.0,B,模拟账户B
2025-06-18,601600,中国铝业,BUY,20000,6.93,138600.0,B,模拟账户B
2025-06-19,002050,三花智控,SELL,13000,26.011,338141.0,B,模拟账户B
2025-06-19,601600,中国铝业,BUY,20000,6.88,137600.0,B,模拟账户B
2025-06-19,601600,中国铝业,BUY,10000,6.85,68500.0,B,模拟账户B
2025-06-19,600522,中天科技,BUY,10000,13.71,137100.0,B,模拟账户B
2025-06-19,601600,中国铝业,BUY,10000,6.84,68400.0,B,模拟账户B
2025-06-19,000831,中国稀土,SELL,10000,34.63,346300.0,B,模拟账户B
2025-06-19,601600,中国铝业,BUY,10000,6.8,68000.0,B,模拟账户B
2025-06-20,002050,三花智控,BUY,10000,25.36,253600.0,B,模拟账户B
2025-06-20,600522,中天科技,SELL,10000,13.73,137300.0,B,模拟账户B
2025-06-20,601600,中国铝业,SELL,30000,6.89,206700.0,B,模拟账户B
2025-06-20,000554,泰山石油,BUY,20000,7.55,151000.0,B,模拟账户B
2025-06-23,000554,泰山石油,SELL,20000,7.95,159000.0,B,模拟账户B
2025-06-23,000831,中国稀土,BUY,5000,34.09,170450.0,B,模拟账户B
2025-06-23,601600,中国铝业,SELL,48000,6.92,332160.0,B,模拟账户B
2025-06-23,000831,中国稀土,BUY,5000,34.15,170750.0,B,模拟账户B
2025-06-23,600562,国睿科技,BUY,5000,28.61,143050.0,B,模拟账户B
2025-06-24,600562,国睿科技,SELL,5000,27.82,139100.0,B,模拟账户B
2025-06-24,601600,中国铝业,BUY,30000,6.93,207900.0,B,模拟账户B
2025-06-24,002050,三花智控,SELL,10000,24.99,249900.0,B,模拟账户B
2025-06-24,002179,中航光电,BUY,8000,37.7,301600.0,B,模拟账户B
2025-06-24,000831,中国稀土,SELL,10000,34.31,343100.0,B,模拟账户B
2025-06-24,601600,中国铝业,BUY,20000,7.01,140200.0,B,模拟账户B
2025-06-24,601600,中国铝业,BUY,20000,6.99,139800.0,B,模拟账户B
2025-06-24,601600,中国铝业,BUY,10000,6.96,69600.0,B,模拟账户B
2025-06-24,601600,中国铝业,BUY,10000,6.93,69300.0,B,模拟账户B
2025-06-25,002179,中航光电,SELL,8000,38.63,309040.0,B,模拟账户B
2025-06-25,601600,中国铝业,BUY,10000,6.87,68700.0,B,模拟账户B
2025-06-25,000554,泰山石油,BUY,20000,6.79,135800.0,B,模拟账户B
2025-06-26,600546,山煤国际,BUY,20000,8.65,173000.0,B,模拟账户B
2025-06-26,000554,泰山石油,SELL,20000,7.1,142000.0,B,模拟账户B
2025-06-26,600392,盛和资源,BUY,5800,12.74,73892.0,B,模拟账户B
2025-06-26,600392,盛和资源,BUY,4200,12.75,53550.0,B,模拟账户B
2025-06-26,601600,中国铝业,SELL,20000,6.97,139400.0,B,模拟账户B
2025-06-27,601600,中国铝业,SELL,80000,7.12,569600.0,B,模拟账户B
2025-06-27,600392,盛和资源,SELL,10000,13.0,130000.0,B,模拟账户B
2025-06-27,000554,泰山石油,BUY,20000,6.77,135400.0,B,模拟账户B
2025-06-27,601600,中国铝业,BUY,20000,7.16,143200.0,B,模拟账户B
2025-06-27,002806,华锋股份,BUY,10000,13.675,136746.0,B,模拟账户B
2025-06-27,600546,山煤国际,SELL,20000,8.67,173400.0,B,模拟账户B
2025-06-27,601600,中国铝业,BUY,10000,7.1,71000.0,B,模拟账户B
2025-06-27,600030,中信证券,BUY,10000,27.59,275900.0,B,模拟账户B
2025-06-30,600714,金瑞矿业,BUY,10000,12.0,120000.0,B,模拟账户B
2025-06-30,002806,华锋股份,SELL,10000,13.092,130915.0,B,模拟账户B
2025-06-30,603920,世运电路,BUY,5000,30.218,151088.0,B,模拟账户B
2025-06-30,000554,泰山石油,SELL,20000,6.84,136800.0,B,模拟账户B
2025-06-30,601600,中国铝业,BUY,10000,7.06,70600.0,B,模拟账户B
2025-06-30,601600,中国铝业,BUY,10000,7.02,70200.0,B,模拟账户B
2025-06-30,603920,世运电路,BUY,2000,30.58,61160.0,B,模拟账户B
2025-06-30,600030,中信证券,SELL,10000,27.66,276600.0,B,模拟账户B
2025-06-30,601600,中国铝业,BUY,10000,7.04,70400.0,B,模拟账户B
2025-06-30,600392,盛和资源,BUY,10000,13.19,131900.0,B,模拟账户B
2025-06-30,601600,中国铝业,BUY,10000,7.05,70500.0,B,模拟账户B
2025-07-01,600714,金瑞矿业,SELL,10000,12.23,122300.0,B,模拟账户B
2025-07-01,601600,中国铝业,BUY,10000,6.97,69700.0,B,模拟账户B
2025-07-01,601600,中国铝业,BUY,10000,6.97,69700.0,B,模拟账户B
2025-07-01,601600,中国铝业,SELL,20000,7.05,141000.0,B,模拟账户B
2025-07-01,600392,盛和资源,BUY,10000,13.09,130900.0,B,模拟账户B
2025-07-01,601600,中国铝业,SELL,20000,7.06,141200.0,B,模拟账户B
2025-07-02,600362,江西铜业,BUY,8000,23.52,188160.0,B,模拟账户B
2025-07-02,601600,中国铝业,SELL,50000,7.09,354500.0,B,模拟账户B
2025-07-02,600362,江西铜业,BUY,2000,23.59,47180.0,B,模拟账户B
2025-07-02,603920,世运电路,SELL,7000,28.86,202020.0,B,模拟账户B
2025-07-02,600362,江西铜业,BUY,5000,23.93,119650.0,B,模拟账户B
2025-07-03,000898,鞍钢股份,BUY,50000,2.47,123500.0,B,模拟账户B
2025-07-03,600362,江西铜业,BUY,2100,23.79,49959.0,B,模拟账户B
2025-07-03,600362,江西铜业,BUY,5000,23.85,119250.0,B,模拟账户B
2025-07-04,000898,鞍钢股份,SELL,50000,2.52,126000.0,B,模拟账户B
2025-07-04,600362,江西铜业,BUY,5000,23.47,117350.0,B,模拟账户B
2025-07-04,600392,盛和资源,BUY,8000,12.8,102400.0,B,模拟账户B
2025-07-04,600362,江西铜业,SELL,5000,23.48,117400.0,B,模拟账户B
2025-07-07,600362,江西铜业,BUY,5000,23.35,116750.0,B,模拟账户B
2025-07-08,600392,盛和资源,SELL,10000,13.0,130000.0,B,模拟账户B
2025-07-08,000554,泰山石油,BUY,20000,6.86,137200.0,B,模拟账户B
2025-07-08,600392,盛和资源,SELL,18000,13.07,235260.0,B,模拟账户B
2025-07-08,601600,中国铝业,BUY,20000,7.02,140400.0,B,模拟账户B
2025-07-08,601003,柳钢股份,BUY,20000,4.5,90000.0,B,模拟账户B
2025-07-08,600362,江西铜业,SELL,7000,23.44,164080.0,B,模拟账户B
2025-07-08,000153,丰原药业,BUY,20000,6.64,132800.0,B,模拟账户B
2025-07-09,601003,柳钢股份,SELL,20000,5.35,107000.0,B,模拟账户B
2025-07-09,601600,中国铝业,BUY,20000,7.06,141200.0,B,模拟账户B
2025-07-09,000554,泰山石油,SELL,20000,6.91,138200.0,B,模拟账户B
2025-07-09,601600,中国铝业,BUY,20000,7.04,140800.0,B,模拟账户B
2025-07-09,000153,丰原药业,SELL,20000,6.54,130800.0,B,模拟账户B
2025-07-09,603993,洛阳钼业,BUY,17000,8.05,136850.0,B,模拟账户B
2025-07-10,601600,中国铝业,SELL,20000,7.11,142200.0,B,模拟账户B
2025-07-10,603993,洛阳钼业,BUY,10000,8.07,80700.0,B,模拟账户B
2025-07-10,601600,中国铝业,SELL,40000,7.14,285600.0,B,模拟账户B
